name,id,duration_ms_x,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms_y,time_signature,end_of_fade_in,start_of_fade_out,analysis_sample_rate,error
Memories - Radio Edit,7DcY0SUvSIcIjHeSGhTXDk,185639,False,0,0.521,0.728,8.0,-5.005,0.0,0.0501,0.0352,1.53e-05,0.783,0.32,128.07,audio_features,spotify:track:7DcY0SUvSIcIjHeSGhTXDk,https://api.spotify.com/v1/tracks/7DcY0SUvSIcIjHeSGhTXDk,https://api.spotify.com/v1/audio-analysis/7DcY0SUvSIcIjHeSGhTXDk,185640.0,4.0,0.0,178.6253,22050,
Slowly,6f5BOJCSM19TdE4NEGTQFw,198260,False,32,0.658,0.919,6.0,-2.864,1.0,0.0521,0.0131,0.000679,0.0764,0.672,115.013,audio_features,spotify:track:6f5BOJCSM19TdE4NEGTQFw,https://api.spotify.com/v1/tracks/6f5BOJCSM19TdE4NEGTQFw,https://api.spotify.com/v1/audio-analysis/6f5BOJCSM19TdE4NEGTQFw,198261.0,4.0,0.0,189.91602,22050,
Falling Away - Festival Mix (Radio Edit),6t8d3jLQMN3C5JDkOjIhnf,225014,False,47,0.476,0.83,7.0,-3.918,0.0,0.0564,0.0022,0.0,0.807,0.211,127.997,audio_features,spotify:track:6t8d3jLQMN3C5JDkOjIhnf,https://api.spotify.com/v1/tracks/6t8d3jLQMN3C5JDkOjIhnf,https://api.spotify.com/v1/audio-analysis/6t8d3jLQMN3C5JDkOjIhnf,225015.0,4.0,0.23265,218.46494,22050,
Wasting Moonlight,6T88yq0DaaC1ctDsHw620y,204375,False,38,0.476,0.9,2.0,-5.409,1.0,0.0423,0.00509,0.0294,0.672,0.308,128.139,audio_features,spotify:track:6T88yq0DaaC1ctDsHw620y,https://api.spotify.com/v1/tracks/6T88yq0DaaC1ctDsHw620y,https://api.spotify.com/v1/audio-analysis/6T88yq0DaaC1ctDsHw620y,204375.0,4.0,0.0,199.74385,22050,
I Dream,4R6esX5CnzRydfQrnmqZQI,164999,False,47,0.617,0.797,7.0,-5.469,0.0,0.0464,0.0421,0.0309,0.102,0.125,128.038,audio_features,spotify:track:4R6esX5CnzRydfQrnmqZQI,https://api.spotify.com/v1/tracks/4R6esX5CnzRydfQrnmqZQI,https://api.spotify.com/v1/audio-analysis/4R6esX5CnzRydfQrnmqZQI,165000.0,4.0,0.0,160.15382,22050,
I Follow Rivers,38eDoBAphAMkPVPLFOkyKI,150720,False,27,0.608,0.769,0.0,-7.086,1.0,0.0373,0.00658,0.0717,0.142,0.494,125.05,audio_features,spotify:track:38eDoBAphAMkPVPLFOkyKI,https://api.spotify.com/v1/tracks/38eDoBAphAMkPVPLFOkyKI,https://api.spotify.com/v1/audio-analysis/38eDoBAphAMkPVPLFOkyKI,150720.0,4.0,0.0,143.50513,22050,
Lose You,7sFk2PA3NsrrSsGa4CM3rs,148329,False,70,0.704,0.899,6.0,-5.61,0.0,0.178,0.189,2.43e-05,0.228,0.576,123.028,audio_features,spotify:track:7sFk2PA3NsrrSsGa4CM3rs,https://api.spotify.com/v1/tracks/7sFk2PA3NsrrSsGa4CM3rs,https://api.spotify.com/v1/audio-analysis/7sFk2PA3NsrrSsGa4CM3rs,148329.0,4.0,2.33941,143.99855,22050,
Sensational - Zonderling Remix,5ZfmcScnfvdBG2o3CuMWPC,173333,False,56,0.813,0.828,9.0,-3.846,0.0,0.201,0.0682,0.0566,0.0671,0.744,125.87,audio_features,spotify:track:5ZfmcScnfvdBG2o3CuMWPC,https://api.spotify.com/v1/tracks/5ZfmcScnfvdBG2o3CuMWPC,https://api.spotify.com/v1/audio-analysis/5ZfmcScnfvdBG2o3CuMWPC,173333.0,4.0,2.42068,168.9484,22050,
Legacy,3dJIyL6MdiIMdTBLujbvRM,345013,False,19,0.613,0.868,0.0,-4.238,0.0,0.0597,0.0354,0.000384,0.199,0.195,127.948,audio_features,spotify:track:3dJIyL6MdiIMdTBLujbvRM,https://api.spotify.com/v1/tracks/3dJIyL6MdiIMdTBLujbvRM,https://api.spotify.com/v1/audio-analysis/3dJIyL6MdiIMdTBLujbvRM,345013.0,4.0,0.0,345.01334,22050,
Freeze Time vs Dare You [Mix Cut] - Hardwell Mashup,2eInlKQuv2NarQXpaNmXbV,187360,False,28,0.43,0.692,5.0,-7.5,1.0,0.0382,0.0404,0.000692,0.159,0.223,127.761,audio_features,spotify:track:2eInlKQuv2NarQXpaNmXbV,https://api.spotify.com/v1/tracks/2eInlKQuv2NarQXpaNmXbV,https://api.spotify.com/v1/audio-analysis/2eInlKQuv2NarQXpaNmXbV,187360.0,4.0,0.0,187.36,22050,
Higher Place - Afrojack Remix,3XqcH72SduQhCP7nWkPHhG,195585,False,28,0.567,0.598,0.0,-9.925,1.0,0.0503,0.319,0.00114,0.0888,0.601,127.988,audio_features,spotify:track:3XqcH72SduQhCP7nWkPHhG,https://api.spotify.com/v1/tracks/3XqcH72SduQhCP7nWkPHhG,https://api.spotify.com/v1/audio-analysis/3XqcH72SduQhCP7nWkPHhG,195586.0,4.0,0.29596,187.95973,22050,
Eat Sleep Rave Repeat - Calvin Harris Remix,70oPTrUDduGe5C6R7e9asA,285000,False,0,0.748,0.935,0.0,-4.264,1.0,0.102,0.425,0.0192,0.149,0.578,127.995,audio_features,spotify:track:70oPTrUDduGe5C6R7e9asA,https://api.spotify.com/v1/tracks/70oPTrUDduGe5C6R7e9asA,https://api.spotify.com/v1/audio-analysis/70oPTrUDduGe5C6R7e9asA,285000.0,4.0,0.0,277.0779,22050,
Electric Glow - Radio Edit,4kdJ3ZIh4agYeUtpS6G96f,275624,False,33,0.479,0.85,6.0,-4.562,0.0,0.0524,0.093,0.000454,0.257,0.294,127.981,audio_features,spotify:track:4kdJ3ZIh4agYeUtpS6G96f,https://api.spotify.com/v1/tracks/4kdJ3ZIh4agYeUtpS6G96f,https://api.spotify.com/v1/audio-analysis/4kdJ3ZIh4agYeUtpS6G96f,275625.0,4.0,0.0,266.8263,22050,
Wasting Our Lives (WLTP) ft. Tryna - Radio Mix,6K3tSYk3V87rwlhMwtnxoP,182602,False,0,0.595,0.887,1.0,-5.922,0.0,0.0557,0.00132,0.134,0.42,0.37,128.019,audio_features,spotify:track:6K3tSYk3V87rwlhMwtnxoP,https://api.spotify.com/v1/tracks/6K3tSYk3V87rwlhMwtnxoP,https://api.spotify.com/v1/audio-analysis/6K3tSYk3V87rwlhMwtnxoP,182602.0,4.0,0.0,177.16824,22050,
Up All Night,5RugEn59RTnWE4IM4uBaC9,161904,False,60,0.678,0.916,2.0,-3.344,0.0,0.12,0.017,0.000876,0.277,0.412,125.944,audio_features,spotify:track:5RugEn59RTnWE4IM4uBaC9,https://api.spotify.com/v1/tracks/5RugEn59RTnWE4IM4uBaC9,https://api.spotify.com/v1/audio-analysis/5RugEn59RTnWE4IM4uBaC9,161905.0,4.0,0.0,159.17859,22050,
You Know You Like It - Tchami Remix,0OpcI3rARLsNWgVbPdwHD9,304333,False,63,0.815,0.84,5.0,-4.331,0.0,0.107,0.183,0.0843,0.0866,0.587,122.988,audio_features,spotify:track:0OpcI3rARLsNWgVbPdwHD9,https://api.spotify.com/v1/tracks/0OpcI3rARLsNWgVbPdwHD9,https://api.spotify.com/v1/audio-analysis/0OpcI3rARLsNWgVbPdwHD9,304333.0,4.0,0.07556,299.72897,22050,
Neon - Ryos Remix,2d08QBDrm6K9yDNorcrIYL,198759,False,36,0.506,0.737,1.0,-3.453,1.0,0.0398,0.00403,4.4e-06,0.2,0.0952,127.68,audio_features,spotify:track:2d08QBDrm6K9yDNorcrIYL,https://api.spotify.com/v1/tracks/2d08QBDrm6K9yDNorcrIYL,https://api.spotify.com/v1/audio-analysis/2d08QBDrm6K9yDNorcrIYL,198760.0,4.0,0.0,190.601,22050,
Pompeii - Audien Remix,2Kl1E3NdbzT7vVi93TffoX,352968,False,55,0.649,0.792,9.0,-3.505,1.0,0.043,0.00364,2.87e-05,0.104,0.235,128.032,audio_features,spotify:track:2Kl1E3NdbzT7vVi93TffoX,https://api.spotify.com/v1/tracks/2Kl1E3NdbzT7vVi93TffoX,https://api.spotify.com/v1/audio-analysis/2Kl1E3NdbzT7vVi93TffoX,352969.0,4.0,0.45864,322.75156,22050,
Easy,3U9ayxeAZCcz5jwcGBD2uH,398300,False,39,0.547,0.811,2.0,-6.422,1.0,0.0477,0.00144,0.000225,0.338,0.337,127.993,audio_features,spotify:track:3U9ayxeAZCcz5jwcGBD2uH,https://api.spotify.com/v1/tracks/3U9ayxeAZCcz5jwcGBD2uH,https://api.spotify.com/v1/audio-analysis/3U9ayxeAZCcz5jwcGBD2uH,398300.0,4.0,2.03175,393.34024,22050,
Fractures (feat. Nevve),6H0zRPEV1ezBHOidNXSt1D,245250,False,58,0.41,0.711,4.0,-3.064,1.0,0.0432,0.373,0.00179,0.139,0.266,159.837,audio_features,spotify:track:6H0zRPEV1ezBHOidNXSt1D,https://api.spotify.com/v1/tracks/6H0zRPEV1ezBHOidNXSt1D,https://api.spotify.com/v1/audio-analysis/6H0zRPEV1ezBHOidNXSt1D,245250.0,4.0,0.55628,239.09587,22050,
Unbroken (feat. Gia Koka),0FNtBIL5lHcn7pLV7P6TGv,185625,False,42,0.567,0.772,5.0,-4.261,1.0,0.058,0.000466,3.25e-05,0.254,0.11,128.074,audio_features,spotify:track:0FNtBIL5lHcn7pLV7P6TGv,https://api.spotify.com/v1/tracks/0FNtBIL5lHcn7pLV7P6TGv,https://api.spotify.com/v1/audio-analysis/0FNtBIL5lHcn7pLV7P6TGv,185625.0,4.0,0.0,179.24644,22050,
One - Radio Edit,41KPpw0EZCytxNkmEMJVgr,169920,False,59,0.802,0.781,0.0,-6.564,1.0,0.0368,0.0075,0.825,0.147,0.622,125.026,audio_features,spotify:track:41KPpw0EZCytxNkmEMJVgr,https://api.spotify.com/v1/tracks/41KPpw0EZCytxNkmEMJVgr,https://api.spotify.com/v1/audio-analysis/41KPpw0EZCytxNkmEMJVgr,169920.0,4.0,0.1683,159.82875,22050,
Carry You Home - Tiësto's Big Room Mix,6euCkVtAx92WwIaieTJEyK,226875,False,0,0.611,0.746,0.0,-4.615,0.0,0.0765,0.0201,5.74e-06,0.557,0.263,127.99,audio_features,spotify:track:6euCkVtAx92WwIaieTJEyK,https://api.spotify.com/v1/tracks/6euCkVtAx92WwIaieTJEyK,https://api.spotify.com/v1/audio-analysis/6euCkVtAx92WwIaieTJEyK,226875.0,4.0,0.0,220.61859,22050,
Turn It Around - Radio Edit,3RZ0ZhCBLaEDRoAQqwOSzL,190866,False,0,0.529,0.787,11.0,-7.192,0.0,0.0351,0.031,0.189,0.613,0.326,127.057,audio_features,spotify:track:3RZ0ZhCBLaEDRoAQqwOSzL,https://api.spotify.com/v1/tracks/3RZ0ZhCBLaEDRoAQqwOSzL,https://api.spotify.com/v1/audio-analysis/3RZ0ZhCBLaEDRoAQqwOSzL,190866.0,4.0,0.0,175.83311,22050,
Side Effects - Nolan van Lith Remix,185CVwvQgfW5QXXeuLv7Rl,184160,False,33,0.548,0.939,5.0,-4.024,1.0,0.0977,0.275,2.79e-06,0.0561,0.516,145.082,audio_features,spotify:track:185CVwvQgfW5QXXeuLv7Rl,https://api.spotify.com/v1/tracks/185CVwvQgfW5QXXeuLv7Rl,https://api.spotify.com/v1/audio-analysis/185CVwvQgfW5QXXeuLv7Rl,184160.0,4.0,2.82703,176.66322,22050,
Antidote - Radio Edit,38G32c3uJeFucSYweZv4pI,177249,False,43,0.648,0.859,7.0,-4.974,1.0,0.111,0.00645,0.0282,0.135,0.633,128.03,audio_features,spotify:track:38G32c3uJeFucSYweZv4pI,https://api.spotify.com/v1/tracks/38G32c3uJeFucSYweZv4pI,https://api.spotify.com/v1/audio-analysis/38G32c3uJeFucSYweZv4pI,177250.0,4.0,0.0,164.11864,22050,
Now Or Never - R3hab Remix,34mowgpYk8cnLLiIvEzWBm,184714,False,48,0.616,0.715,9.0,-4.711,1.0,0.0494,0.00501,2.11e-06,0.178,0.291,104.961,audio_features,spotify:track:34mowgpYk8cnLLiIvEzWBm,https://api.spotify.com/v1/tracks/34mowgpYk8cnLLiIvEzWBm,https://api.spotify.com/v1/audio-analysis/34mowgpYk8cnLLiIvEzWBm,184714.0,4.0,0.11628,184.71428,22050,
Gold - Club Mix,56p4Sbcwv5hPUSGjV11PjP,145810,False,27,0.526,0.677,0.0,-2.909,0.0,0.0328,0.0052,0.0,0.328,0.463,128.133,audio_features,spotify:track:56p4Sbcwv5hPUSGjV11PjP,https://api.spotify.com/v1/tracks/56p4Sbcwv5hPUSGjV11PjP,https://api.spotify.com/v1/audio-analysis/56p4Sbcwv5hPUSGjV11PjP,145811.0,4.0,0.0,139.89442,22050,
Day 'N' Nite - Crookers Remix,6ouTGbETM7ZdID1eMXZJde,281080,True,56,0.751,0.641,11.0,-6.967,0.0,0.0461,0.0299,0.0626,0.0557,0.965,129.993,audio_features,spotify:track:6ouTGbETM7ZdID1eMXZJde,https://api.spotify.com/v1/tracks/6ouTGbETM7ZdID1eMXZJde,https://api.spotify.com/v1/audio-analysis/6ouTGbETM7ZdID1eMXZJde,281080.0,4.0,0.15678,281.08,22050,
Pizza,5oAgI7Pzg6vxuKrfapg3Pi,255102,False,57,0.381,0.712,5.0,-6.9,1.0,0.0355,0.000408,0.589,0.183,0.0378,127.967,audio_features,spotify:track:5oAgI7Pzg6vxuKrfapg3Pi,https://api.spotify.com/v1/tracks/5oAgI7Pzg6vxuKrfapg3Pi,https://api.spotify.com/v1/audio-analysis/5oAgI7Pzg6vxuKrfapg3Pi,255103.0,4.0,0.0,246.6946,22050,
Strangers,2U0pVx4m1Kdm1Gsjjm6iq8,204213,False,57,0.579,0.697,0.0,-7.429,0.0,0.0394,0.0142,1.6e-06,0.157,0.49,129.967,audio_features,spotify:track:2U0pVx4m1Kdm1Gsjjm6iq8,https://api.spotify.com/v1/tracks/2U0pVx4m1Kdm1Gsjjm6iq8,https://api.spotify.com/v1/audio-analysis/2U0pVx4m1Kdm1Gsjjm6iq8,204213.0,4.0,3.19274,194.3278,22050,
Lean On - Tiësto & MOTi Remix,3D5PZvc25TDHS04JDMVO56,296349,False,0,0.463,0.889,5.0,-3.189,1.0,0.126,0.0354,0.382,0.186,0.21,127.973,audio_features,spotify:track:3D5PZvc25TDHS04JDMVO56,https://api.spotify.com/v1/tracks/3D5PZvc25TDHS04JDMVO56,https://api.spotify.com/v1/audio-analysis/3D5PZvc25TDHS04JDMVO56,296350.0,4.0,0.0,292.49017,22050,
Another You - Headhunterz Remix,0e2HDD0fceGiHTBDG6GOS0,187968,False,40,0.528,0.704,2.0,-3.72,1.0,0.0463,0.000855,0.00356,0.266,0.241,128.105,audio_features,spotify:track:0e2HDD0fceGiHTBDG6GOS0,https://api.spotify.com/v1/tracks/0e2HDD0fceGiHTBDG6GOS0,https://api.spotify.com/v1/audio-analysis/0e2HDD0fceGiHTBDG6GOS0,187969.0,4.0,0.46435,179.87338,22050,
Silence - Tiësto's Big Room Remix,3AUW7mAGx1BICBWqsuFgh4,202153,False,56,0.522,0.941,1.0,-3.357,0.0,0.25,0.00621,3.63e-06,0.956,0.0994,130.088,audio_features,spotify:track:3AUW7mAGx1BICBWqsuFgh4,https://api.spotify.com/v1/tracks/3AUW7mAGx1BICBWqsuFgh4,https://api.spotify.com/v1/audio-analysis/3AUW7mAGx1BICBWqsuFgh4,202154.0,4.0,0.0,193.43964,22050,
Age Of Innocence,1MVHp4OB3ZFtJp6QiLUUOB,210000,False,39,0.45,0.866,6.0,-3.29,0.0,0.0406,0.00917,0.0,0.61,0.336,127.976,audio_features,spotify:track:1MVHp4OB3ZFtJp6QiLUUOB,https://api.spotify.com/v1/tracks/1MVHp4OB3ZFtJp6QiLUUOB,https://api.spotify.com/v1/audio-analysis/1MVHp4OB3ZFtJp6QiLUUOB,210000.0,4.0,2.53678,203.1572,22050,
Keep Our Love Alive,405G0eZIVu9mcG3o0VlGKa,252997,False,45,0.59,0.821,0.0,-5.369,0.0,0.0693,0.158,0.00022,0.199,0.117,129.027,audio_features,spotify:track:405G0eZIVu9mcG3o0VlGKa,https://api.spotify.com/v1/tracks/405G0eZIVu9mcG3o0VlGKa,https://api.spotify.com/v1/audio-analysis/405G0eZIVu9mcG3o0VlGKa,252997.0,4.0,0.09619,244.8196,22050,
Body Talk (feat. Julian Perretta) - Mammoth,4s4hpIccJuGOmMzHMoEHWs,207103,False,0,0.561,0.922,7.0,-4.748,1.0,0.295,0.00263,1.87e-05,0.506,0.634,127.999,audio_features,spotify:track:4s4hpIccJuGOmMzHMoEHWs,https://api.spotify.com/v1/tracks/4s4hpIccJuGOmMzHMoEHWs,https://api.spotify.com/v1/audio-analysis/4s4hpIccJuGOmMzHMoEHWs,207103.0,4.0,0.41769,207.10309,22050,
Rattle - Original Mix,5BfleIMgLlfeqG5yqKyHz0,286906,False,0,0.744,0.956,7.0,-4.797,1.0,0.052,0.00161,0.85,0.339,0.542,127.996,audio_features,spotify:track:5BfleIMgLlfeqG5yqKyHz0,https://api.spotify.com/v1/tracks/5BfleIMgLlfeqG5yqKyHz0,https://api.spotify.com/v1/audio-analysis/5BfleIMgLlfeqG5yqKyHz0,286907.0,4.0,0.19737,280.79892,22050,
Tales Of Tomorrow,4aSYXSwPpsZUkfqQ640cfS,190165,False,0,0.507,0.894,7.0,-4.743,0.0,0.0901,0.0281,0.0,0.0897,0.181,128.114,audio_features,spotify:track:4aSYXSwPpsZUkfqQ640cfS,https://api.spotify.com/v1/tracks/4aSYXSwPpsZUkfqQ640cfS,https://api.spotify.com/v1/audio-analysis/4aSYXSwPpsZUkfqQ640cfS,190166.0,4.0,0.0,186.5375,22050,
At Night (with GRABBITZ),0AcwF3jjxYWlD0dfK2RVZN,220645,False,54,0.672,0.866,2.0,-5.646,1.0,0.044,0.00653,0.00823,0.189,0.354,124.014,audio_features,spotify:track:0AcwF3jjxYWlD0dfK2RVZN,https://api.spotify.com/v1/tracks/0AcwF3jjxYWlD0dfK2RVZN,https://api.spotify.com/v1/audio-analysis/0AcwF3jjxYWlD0dfK2RVZN,220645.0,4.0,0.0,216.03265,22050,
Years - ラジオ・エディット,2YBnNbMOUUSkqncnQgkqST,195480,False,0,0.37,0.823,2.0,-6.245,1.0,0.0805,0.00234,1.91e-06,0.174,0.323,128.008,audio_features,spotify:track:2YBnNbMOUUSkqncnQgkqST,https://api.spotify.com/v1/tracks/2YBnNbMOUUSkqncnQgkqST,https://api.spotify.com/v1/audio-analysis/2YBnNbMOUUSkqncnQgkqST,195480.0,4.0,0.46422,185.95702,22050,
Strong,3ActcmE8M7DpBHQiRFSx5G,169101,False,0,0.448,0.856,5.0,-3.162,0.0,0.0537,0.0211,2e-05,0.2,0.511,127.977,audio_features,spotify:track:3ActcmE8M7DpBHQiRFSx5G,https://api.spotify.com/v1/tracks/3ActcmE8M7DpBHQiRFSx5G,https://api.spotify.com/v1/audio-analysis/3ActcmE8M7DpBHQiRFSx5G,169102.0,4.0,0.0,162.11592,22050,
Pjanoo - Radio Edit,0F2BxpbxH8Yc3pLub48hrb,157432,False,67,0.604,0.874,7.0,-4.949,0.0,0.0295,0.000563,0.812,0.112,0.835,125.99,audio_features,spotify:track:0F2BxpbxH8Yc3pLub48hrb,https://api.spotify.com/v1/tracks/0F2BxpbxH8Yc3pLub48hrb,https://api.spotify.com/v1/audio-analysis/0F2BxpbxH8Yc3pLub48hrb,157432.0,4.0,0.0,151.33604,22050,
Run Wild,25dl9vcAJ9F6D6K35I3Nbw,245538,False,44,0.486,0.906,4.0,-4.634,0.0,0.055,0.000767,0.000544,0.253,0.118,130.095,audio_features,spotify:track:25dl9vcAJ9F6D6K35I3Nbw,https://api.spotify.com/v1/tracks/25dl9vcAJ9F6D6K35I3Nbw,https://api.spotify.com/v1/audio-analysis/25dl9vcAJ9F6D6K35I3Nbw,245538.0,4.0,2.11882,240.14658,22050,
Disarm You (feat. Ilsey),3xQjivjUZ4KnUslduTEYKC,221133,False,55,0.446,0.793,5.0,-3.912,0.0,0.0556,0.0434,4.14e-05,0.159,0.313,127.799,audio_features,spotify:track:3xQjivjUZ4KnUslduTEYKC,https://api.spotify.com/v1/tracks/3xQjivjUZ4KnUslduTEYKC,https://api.spotify.com/v1/audio-analysis/3xQjivjUZ4KnUslduTEYKC,221133.0,4.0,0.28435,215.93398,22050,
We Are One - Radio Edit,3zDNawOBsMoGKjbiq3MIHb,191250,False,33,0.451,0.786,11.0,-4.309,0.0,0.0511,0.0102,0.0,0.035,0.327,128.11,audio_features,spotify:track:3zDNawOBsMoGKjbiq3MIHb,https://api.spotify.com/v1/tracks/3zDNawOBsMoGKjbiq3MIHb,https://api.spotify.com/v1/audio-analysis/3zDNawOBsMoGKjbiq3MIHb,191250.0,4.0,0.44707,184.74957,22050,
Here Tonight,4bwzssgMDOz3nfxkpSqTj8,203437,False,33,0.548,0.753,7.0,-2.371,0.0,0.044,0.141,0.0,0.368,0.345,127.965,audio_features,spotify:track:4bwzssgMDOz3nfxkpSqTj8,https://api.spotify.com/v1/tracks/4bwzssgMDOz3nfxkpSqTj8,https://api.spotify.com/v1/audio-analysis/4bwzssgMDOz3nfxkpSqTj8,203438.0,4.0,0.0,200.04572,22050,
Tsunami,2xMS1khdU5FHX1KEiNTVdi,236706,False,46,0.688,0.844,4.0,-5.353,0.0,0.0511,0.0472,0.643,0.0942,0.273,128.04,audio_features,spotify:track:2xMS1khdU5FHX1KEiNTVdi,https://api.spotify.com/v1/tracks/2xMS1khdU5FHX1KEiNTVdi,https://api.spotify.com/v1/audio-analysis/2xMS1khdU5FHX1KEiNTVdi,236707.0,4.0,0.0,213.32753,22050,
Find You,3T5qaXJeMAgyEpt2b4mFyK,204223,False,0,0.53,0.775,3.0,-4.571,1.0,0.0398,0.0275,1.47e-06,0.0996,0.399,127.992,audio_features,spotify:track:3T5qaXJeMAgyEpt2b4mFyK,https://api.spotify.com/v1/tracks/3T5qaXJeMAgyEpt2b4mFyK,https://api.spotify.com/v1/audio-analysis/3T5qaXJeMAgyEpt2b4mFyK,204223.0,4.0,0.08122,201.99619,22050,
Revolution (feat. Faustix & Imanos and Kai),7aaeZpSr54XQKSwMYO5JeH,263716,False,54,0.634,0.724,5.0,-5.842,0.0,0.0546,0.00499,0.000193,0.0732,0.309,148.024,audio_features,spotify:track:7aaeZpSr54XQKSwMYO5JeH,https://api.spotify.com/v1/tracks/7aaeZpSr54XQKSwMYO5JeH,https://api.spotify.com/v1/audio-analysis/7aaeZpSr54XQKSwMYO5JeH,263716.0,4.0,0.0,250.73488,22050,
Lift Me Up (feat. Carla Monroe),0vK80mtYypq4dAwQelZ2Dh,177120,False,64,0.579,0.784,5.0,-4.686,1.0,0.0659,0.0426,0.0235,0.317,0.562,125.122,audio_features,spotify:track:0vK80mtYypq4dAwQelZ2Dh,https://api.spotify.com/v1/tracks/0vK80mtYypq4dAwQelZ2Dh,https://api.spotify.com/v1/audio-analysis/0vK80mtYypq4dAwQelZ2Dh,177120.0,4.0,3.73261,172.29205,22050,
Skyline,6v9vj4QPqof3MVVY2aMdT7,153805,False,20,0.512,0.848,6.0,-4.417,0.0,0.0464,0.00391,2.61e-05,0.137,0.127,128.007,audio_features,spotify:track:6v9vj4QPqof3MVVY2aMdT7,https://api.spotify.com/v1/tracks/6v9vj4QPqof3MVVY2aMdT7,https://api.spotify.com/v1/audio-analysis/6v9vj4QPqof3MVVY2aMdT7,153805.0,4.0,0.0,149.25787,22050,
One Last Time,17kleFbwU5STT8AiR1EXOT,240383,False,59,0.566,0.909,8.0,-7.281,0.0,0.054,0.004,0.0932,0.156,0.382,127.037,audio_features,spotify:track:17kleFbwU5STT8AiR1EXOT,https://api.spotify.com/v1/tracks/17kleFbwU5STT8AiR1EXOT,https://api.spotify.com/v1/audio-analysis/17kleFbwU5STT8AiR1EXOT,240384.0,4.0,0.0,232.08345,22050,
Hold On (feat. Michel Zitron),22zxLxXlXrBIm7XaazHNrg,244453,False,64,0.422,0.711,2.0,-4.809,0.0,0.0385,0.0176,0.0,0.559,0.321,128.066,audio_features,spotify:track:22zxLxXlXrBIm7XaazHNrg,https://api.spotify.com/v1/tracks/22zxLxXlXrBIm7XaazHNrg,https://api.spotify.com/v1/audio-analysis/22zxLxXlXrBIm7XaazHNrg,244453.0,4.0,0.0,239.78667,22050,
The Business,6f3Slt0GbA2bPZlz0aIFXN,164000,False,90,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,audio_features,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/tracks/6f3Slt0GbA2bPZlz0aIFXN,https://api.spotify.com/v1/audio-analysis/6f3Slt0GbA2bPZlz0aIFXN,164000.0,4.0,0.0,155.27763,22050,
I Need You To Know,3KFei4ncqdevg1vZaAZgIL,180000,False,61,0.44,0.739,1.0,-5.341,0.0,0.0494,0.0221,0.0,0.561,0.156,127.62,audio_features,spotify:track:3KFei4ncqdevg1vZaAZgIL,https://api.spotify.com/v1/tracks/3KFei4ncqdevg1vZaAZgIL,https://api.spotify.com/v1/audio-analysis/3KFei4ncqdevg1vZaAZgIL,180000.0,4.0,2.47293,174.75339,22050,
Turbulence - Radio Edit,2Kf2mWshxgnyz5NG6q7YwE,228010,False,49,0.694,0.947,2.0,-1.721,1.0,0.081,0.00625,0.256,0.117,0.288,130.024,audio_features,spotify:track:2Kf2mWshxgnyz5NG6q7YwE,https://api.spotify.com/v1/tracks/2Kf2mWshxgnyz5NG6q7YwE,https://api.spotify.com/v1/audio-analysis/2Kf2mWshxgnyz5NG6q7YwE,228010.0,4.0,0.0,224.32797,22050,
Mayhem,0Xz3DTcdZI01mjKfNZrsC1,157031,False,64,0.604,0.964,8.0,-4.713,1.0,0.033,0.00016,0.611,0.858,0.078,127.929,audio_features,spotify:track:0Xz3DTcdZI01mjKfNZrsC1,https://api.spotify.com/v1/tracks/0Xz3DTcdZI01mjKfNZrsC1,https://api.spotify.com/v1/audio-analysis/0Xz3DTcdZI01mjKfNZrsC1,157031.0,4.0,0.0,149.7745,22050,
Together,6nLctpnQJiPTxkaSgbPKiw,221274,False,57,0.509,0.729,1.0,-4.773,1.0,0.0343,0.0732,2.73e-05,0.233,0.196,127.871,audio_features,spotify:track:6nLctpnQJiPTxkaSgbPKiw,https://api.spotify.com/v1/tracks/6nLctpnQJiPTxkaSgbPKiw,https://api.spotify.com/v1/audio-analysis/6nLctpnQJiPTxkaSgbPKiw,221274.0,4.0,0.43551,214.25052,22050,
I Want You To Know,1JDIArrcepzWDTAWXdGYmP,240000,False,67,0.58,0.846,9.0,-2.876,0.0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,audio_features,spotify:track:1JDIArrcepzWDTAWXdGYmP,https://api.spotify.com/v1/tracks/1JDIArrcepzWDTAWXdGYmP,https://api.spotify.com/v1/audio-analysis/1JDIArrcepzWDTAWXdGYmP,240000.0,4.0,0.0,236.32109,22050,
Language,4ta97KyyCWLCQAAFtOWFpy,368475,False,51,0.737,0.614,6.0,-6.001,0.0,0.4,0.0168,0.0534,0.0682,0.406,127.987,audio_features,spotify:track:4ta97KyyCWLCQAAFtOWFpy,https://api.spotify.com/v1/tracks/4ta97KyyCWLCQAAFtOWFpy,https://api.spotify.com/v1/audio-analysis/4ta97KyyCWLCQAAFtOWFpy,368476.0,4.0,0.17424,359.82803,22050,
